SEX,AGER,EDUR,DEM02A,DEM02B,DEM02C,DEM02D,DEM02E,DEM02F,DEM02G,vahy,vlna
1,6,2,4,4,2,5,5,4,5,.981864950289605,26
2,5,4,2,2,3,3,4,2,2,.301474557397609,26
2,6,2,4,5,5,5,5,3,2,1.21770687490974,26
2,6,2,4,5,1,3,5,5,5,1.15341540709468,26
2,6,2,4,5,5,5,4,4,4,3.00278655832762,26
2,6,2,3,5,5,1,2,2,5,.65007569406339,26
2,6,2,3,3,2,3,2,3,2,1.15341540709468,26
2,5,3,5,4,1,1,1,4,2,.319255122850494,26
2,5,3,3,4,2,3,2,2,2,.506123037462992,26
2,3,3,4,3,1,4,1,2,3,.748014671643262,26
2,3,3,4,2,1,1,1,3,1,2.82978739413048,26
2,3,3,5,5,5,5,5,5,5,1.95984950230681,26
1,6,2,4,4,1,2,2,3,3,.320778594797712,26
1,6,2,3,2,2,5,2,3,5,.320778594797712,26
1,6,2,4,4,1,1,3,4,3,.303001839521044,26
1,6,2,4,4,2,2,3,4,4,.303001839521044,26
2,5,4,4,3,1,3,1,4,3,2.92193782490729,26
1,5,4,3,2,3,3,2,3,2,.303001839521044,26
1,5,4,4,3,1,2,1,2,2,.345174319833942,26
1,5,4,3,3,1,3,1,3,3,.470689273018189,26
1,4,4,2,2,3,3,2,2,2,.303001839521044,26
2,4,3,3,2,3,3,2,2,2,.301474557397609,26
2,4,3,4,2,1,2,3,2,3,.467296470023397,26
2,4,3,5,5,5,3,2,2,2,1.05038825089137,26
2,6,2,3,2,5,4,5,2,2,.310686385022378,26
2,6,2,2,3,5,3,3,2,2,1.34715395885723,26
1,6,3,4,4,2,3,2,2,1,.781420316151025,26
2,4,3,4,2,2,3,1,1,3,.301474557397609,26
1,4,4,3,2,3,3,2,2,2,.52228143929832,26
1,4,4,3,2,3,3,2,2,5,.872997492273789,26
2,5,3,3,3,2,4,2,2,3,.529818427678113,26
2,5,3,3,3,2,3,2,3,3,1.90248357209134,26
2,5,3,3,3,2,2,2,3,3,.301474557397609,26
2,5,3,2,2,4,2,3,2,2,.387798618088648,26
2,5,3,4,3,1,2,1,3,4,2.12317314881563,26
2,5,3,3,2,2,4,3,1,2,1.35565807892402,26
2,5,3,4,4,1,4,2,2,3,.37667986649981,26
2,5,3,3,4,2,3,2,1,3,.319255122850494,26
2,5,3,4,3,1,4,1,3,4,.611358133099184,26
2,5,3,3,5,2,4,2,2,2,.674763836324267,26
2,6,2,4,3,1,3,2,4,5,.301474557397609,26
1,6,2,2,2,2,3,2,2,2,.303001839521044,26
1,6,2,3,4,1,2,3,3,3,.303001839521044,26
1,6,2,3,4,1,2,2,2,1,.303001839521044,26
1,6,2,4,3,2,3,2,3,2,.323636044336873,26
2,6,2,4,3,1,2,2,4,3,.301474557397609,26
2,6,2,4,3,2,1,2,3,3,.835871386954723,26
1,4,4,3,2,1,3,1,3,2,1.05591852051305,26
1,4,4,2,2,1,3,3,2,2,.949564990904896,26
1,5,3,4,3,2,3,2,2,1,1.05955565812274,26
1,5,3,4,3,2,3,3,2,5,.460338099492461,26
1,5,3,4,3,2,3,5,3,3,.303001839521044,26
1,5,3,3,3,3,3,3,3,3,2.88035377445171,26
1,5,3,4,4,1,4,1,4,4,1.05955565812274,26
1,5,3,4,2,1,2,1,3,3,.626323572722927,26
1,6,2,4,4,1,2,2,3,3,.303001839521044,26
1,6,2,5,5,5,5,3,2,2,3.00278655832762,26
1,6,1,4,3,5,1,1,3,3,3.00278655832762,26
2,5,4,2,1,3,4,3,1,2,.301474557397609,26
2,4,3,2,2,3,3,2,2,2,.301474557397609,26
2,4,2,4,4,4,4,4,2,2,2.0926974668377,26
2,4,2,4,5,2,2,5,5,3,3.00278655832762,26
2,4,2,4,4,1,3,5,3,3,.57744696588988,26
2,3,3,4,3,1,2,2,3,2,.301474557397609,26
2,3,3,4,2,2,4,1,2,2,.582908693332046,26
2,5,4,2,2,3,3,3,2,3,.301474557397609,26
2,5,4,5,5,5,5,5,5,5,.588295789672327,26
2,6,2,4,4,2,1,3,4,3,.301474557397609,26
2,6,2,4,4,2,4,5,4,4,.301474557397609,26
2,6,2,3,4,1,2,3,4,4,.380567979218228,26
1,4,4,4,4,1,3,1,3,3,.952179077833732,26
2,6,2,4,4,5,1,5,4,4,.380852406682203,26
2,6,2,4,4,1,2,2,3,1,.749676027820851,26
1,5,4,2,2,3,3,2,2,2,.499352112000998,26
2,4,3,3,5,5,5,2,2,3,.726120197711273,26
2,4,3,3,5,3,2,2,2,2,.579891246990474,26
1,6,2,4,4,5,5,1,4,4,.303001839521044,26
1,6,2,3,3,2,2,1,5,2,.444218822495475,26
1,6,2,5,2,2,5,5,2,2,.303001839521044,26
1,6,3,3,3,2,3,3,1,2,1.15895861220751,26
1,6,3,3,2,2,3,5,2,3,.715509879333023,26
2,4,3,3,5,1,2,2,5,3,.301474557397609,26
2,6,2,4,3,1,2,3,3,3,.783091572071837,26
2,6,2,3,4,3,3,3,1,2,.301474557397609,26
2,6,2,3,3,2,3,3,3,3,.301474557397609,26
2,6,2,4,4,1,2,2,4,3,.356063120953355,26
2,6,2,4,5,2,3,5,5,4,.301474557397609,26
2,6,2,4,5,2,5,5,4,4,.783091572071837,26
2,6,2,4,3,1,2,2,3,3,3.00278655832762,26
2,6,2,3,5,2,5,4,3,2,.8267411594559,26
2,6,2,4,4,5,5,3,4,5,3.00278655832762,26
2,5,2,5,5,5,5,4,5,5,.719437551961079,26
1,6,2,3,2,3,3,2,1,1,.357725708281494,26
1,6,2,4,3,2,3,2,4,3,.303001839521044,26
1,4,4,1,1,4,4,4,1,1,.642938987866874,26
1,6,2,3,3,2,2,2,3,2,.303001839521044,26
1,6,2,3,2,4,4,2,2,2,.303001839521044,26
2,3,3,4,4,5,1,2,2,5,1.48828423674507,26
2,6,2,3,3,2,1,4,3,2,.301474557397609,26
2,6,2,1,4,1,5,2,5,5,.301474557397609,26
2,6,2,4,4,2,5,2,4,4,.301474557397609,26
2,6,2,4,4,1,1,1,4,3,.777612100584108,26
2,6,2,3,5,5,3,3,2,3,.334904084861692,26
1,6,2,4,3,1,3,1,3,3,.303001839521044,26
1,4,4,4,2,2,3,3,2,2,.623989610254649,26
1,6,2,4,4,2,3,1,4,2,.316518051381138,26
1,6,2,3,2,5,5,2,5,5,.303001839521044,26
1,6,2,3,2,2,2,4,3,2,2.63924329529255,26
1,6,2,3,3,1,2,2,3,2,.351398803192896,26
2,5,4,4,4,1,2,2,4,4,.441715071541641,26
2,6,2,4,5,1,5,2,3,3,3.00278655832762,26
2,5,4,4,4,2,3,2,3,2,.301474557397609,26
2,5,4,5,5,3,3,4,1,2,.301474557397609,26
2,5,4,3,3,5,2,2,3,3,.301474557397609,26
2,6,2,4,3,2,5,2,3,2,1.04947244933358,26
2,4,3,4,4,1,4,3,4,4,.301474557397609,26
2,4,3,4,3,1,2,1,2,3,1.82907405348256,26
2,6,2,4,4,1,3,4,3,3,1.17303680344497,26
2,6,2,4,4,3,3,5,4,3,.301474557397609,26
2,6,2,4,3,3,2,4,4,4,.301474557397609,26
2,6,2,4,4,1,5,3,4,3,.305541653472088,26
2,6,2,2,2,3,2,3,2,2,.301474557397609,26
2,6,2,4,4,1,1,1,4,4,.341792248776085,26
2,6,2,4,4,5,5,3,2,3,1.4785292890451,26
1,4,4,2,2,3,4,3,2,1,.333522274922659,26
1,4,4,5,5,5,4,2,2,2,.634837741122972,26
2,6,2,4,3,3,3,1,4,3,3.00278655832762,26
2,6,2,3,2,2,1,3,2,3,.71706195144247,26
2,6,2,4,4,1,3,1,4,4,.301474557397609,26
2,6,2,4,3,1,2,1,3,4,.301474557397609,26
2,6,2,3,5,5,3,5,3,3,2.22127104974485,26
2,6,2,4,2,1,5,1,4,3,.585936686652564,26
1,6,2,4,4,1,2,1,4,5,.303001839521044,26
1,6,2,3,3,2,3,2,3,3,.303001839521044,26
1,6,3,3,3,1,3,3,3,3,.303001839521044,26
2,6,3,4,3,2,3,4,3,4,2.0137137032087,26
2,6,3,3,5,2,3,2,2,2,.301474557397609,26
2,6,3,4,3,3,3,5,5,3,.814762600598147,26
2,6,3,3,2,3,2,2,2,3,.301474557397609,26
2,6,3,3,3,5,5,5,3,5,1.52589573338273,26
1,4,2,3,3,2,3,4,1,1,.881957471463223,26
1,4,2,1,2,4,4,4,2,2,.881957471463223,26
1,4,2,4,2,2,2,2,3,3,.303001839521044,26
1,4,2,4,3,1,4,4,3,2,.676819385669361,26
1,4,2,3,2,2,2,4,3,2,.348281961584146,26
1,4,2,3,2,3,2,2,3,2,.326488228135924,26
1,4,2,3,3,2,3,2,2,2,.305626085905856,26
1,4,2,3,2,3,2,2,2,2,.881957471463223,26
1,4,2,4,4,1,3,1,4,4,.806926850165896,26
1,4,2,4,4,1,3,2,2,4,1.14504235796918,26
1,4,2,4,3,1,3,1,1,3,.438984590710155,26
1,4,4,3,2,3,4,3,2,3,.313408174654644,26
1,6,3,3,3,5,3,4,4,3,.303001839521044,26
1,4,4,3,2,2,2,2,2,2,.497928548644094,26
1,4,4,3,2,3,1,1,2,1,.497928548644094,26
1,4,3,4,3,1,3,3,2,2,.594013867251785,26
2,5,4,4,4,1,2,2,4,3,.319255122850494,26
2,3,4,4,4,1,3,1,4,3,2.24142839161113,26
2,3,4,3,3,2,2,2,2,3,.319255122850494,26
2,3,4,4,2,2,4,1,2,3,.301474557397609,26
2,3,4,3,3,5,3,2,2,2,.48470739572916,26
2,3,4,3,2,3,3,3,2,2,.403264212425278,26
2,3,4,5,5,5,5,5,5,5,.48470739572916,26
2,3,4,3,5,3,5,2,5,5,.301474557397609,26
2,6,2,3,5,5,4,2,2,2,.301474557397609,26
2,6,2,4,4,1,1,2,4,4,.768623361787224,26
2,6,2,3,5,2,5,2,2,3,2.91383158042107,26
2,6,2,3,2,1,2,1,3,2,.707216867998162,26
2,4,3,3,3,2,2,2,3,3,.4320370557797,26
2,4,3,2,2,3,4,3,2,2,.668567801139574,26
2,4,3,3,3,3,3,2,2,3,.301474557397609,26
1,4,3,4,4,1,2,1,4,4,3.00278655832762,26
1,4,3,4,3,1,1,5,3,2,.908424362215149,26
1,4,3,3,4,2,2,2,3,3,.584809203550877,26
1,4,3,4,4,1,3,1,3,1,.303001839521044,26
1,4,3,3,2,1,4,5,2,2,.387203934839309,26
1,4,3,4,4,1,1,3,4,4,.303001839521044,26
1,4,3,4,4,1,2,1,4,4,.639186620628764,26
1,4,3,4,4,1,1,1,4,4,.606657417487099,26
1,4,3,3,3,2,3,1,2,2,.639186620628764,26
1,4,3,5,5,5,5,5,5,5,.303001839521044,26
1,4,3,4,4,1,1,1,4,3,.777925718893778,26
1,4,3,2,2,3,3,3,2,2,.318148080971074,26
2,6,2,2,2,2,3,2,2,2,.446526654317603,26
2,6,2,4,3,1,2,1,3,3,2.46495714211987,26
2,6,2,4,3,2,5,5,3,3,2.46495714211987,26
2,6,2,4,4,1,1,2,4,4,2.88720664207879,26
2,6,2,3,5,5,2,2,5,5,1.00370189267973,26
2,6,2,4,1,1,4,4,3,3,.301474557397609,26
2,6,2,4,3,1,2,2,3,3,1.72754559558427,26
2,6,2,4,3,2,2,1,3,3,.553994497648695,26
2,6,2,4,4,1,5,1,3,3,.916829767026125,26
2,6,2,4,5,1,1,1,3,4,.916829767026125,26
1,4,4,3,3,5,5,2,2,2,.526914774617796,26
1,4,2,5,5,5,5,5,5,5,.303001839521044,26
1,6,2,4,3,1,3,2,3,2,1.17499102481113,26
1,6,2,2,2,4,3,4,2,2,1.25235281456428,26
1,6,2,3,5,3,2,3,2,3,.534255489788431,26
1,6,2,4,4,2,3,3,3,3,.451775678012429,26
1,6,2,3,3,5,4,2,2,2,.303001839521044,26
1,6,2,4,3,2,2,2,3,3,1.76236276733988,26
2,4,4,4,3,3,3,2,3,2,.470626033532733,26
1,6,3,3,2,3,2,2,2,3,.303001839521044,26
1,6,3,4,4,2,3,3,4,3,.614725473236463,26
1,6,3,3,2,3,2,3,2,2,.782899380123659,26
1,6,3,5,2,3,3,2,2,2,2.20736964416981,26
1,6,3,3,3,2,3,5,3,4,.303001839521044,26
2,6,3,3,3,1,3,4,3,3,3.00278655832762,26
1,4,4,3,2,3,3,3,1,3,.650507784778837,26
1,4,4,4,2,2,4,2,3,4,.303001839521044,26
2,6,2,4,2,1,2,3,2,3,.821402178521404,26
2,6,2,3,2,3,3,3,2,2,.410691360486308,26
2,6,2,4,3,2,1,2,3,2,1.90381802207644,26
2,6,2,4,4,1,2,2,3,3,.622843535176391,26
1,6,3,3,4,2,4,3,3,3,.303001839521044,26
1,6,3,4,4,1,5,2,4,3,.303001839521044,26
1,6,3,4,4,1,5,1,3,5,1.6336876009345,26
1,4,2,4,3,2,1,2,4,2,.560879103645706,26
1,4,2,3,3,2,2,5,2,3,3.00278655832762,26
1,4,2,2,2,3,3,3,2,2,.867948024395282,26
1,4,2,4,4,1,1,2,3,3,.303001839521044,26
1,4,2,4,3,2,2,1,3,4,.500464254864685,26
1,4,2,3,2,2,3,2,3,2,.560879103645706,26
2,4,4,3,5,2,4,2,5,2,.397125541371185,26
2,5,3,3,2,2,3,2,3,2,1.30841394578744,26
2,5,3,3,3,1,3,2,2,4,.301474557397609,26
2,5,3,4,3,5,1,2,2,5,.536843940561895,26
2,5,3,4,4,1,2,1,3,3,.536843940561895,26
2,5,3,2,2,3,2,3,2,2,.721821484554959,26
2,6,2,4,4,1,3,5,4,4,.322004755412039,26
1,5,4,3,3,2,3,3,2,3,.353146595858863,26
1,5,4,3,3,3,4,3,2,2,.424468032409607,26
2,6,1,3,3,2,3,2,2,2,1.09706446308151,26
2,6,1,4,3,1,3,2,3,4,3.00278655832762,26
2,6,1,4,4,2,2,2,3,4,.726369684844707,26
2,4,3,3,3,2,1,2,4,3,1.13923250736654,26
1,3,4,5,5,5,5,5,5,5,.864276265717606,26
1,3,4,5,3,3,3,3,5,4,.391180981520269,26
1,6,3,4,2,5,2,4,2,2,1.83313868617925,26
1,6,3,4,3,2,2,2,2,2,.328913595777634,26
1,4,4,4,3,1,3,2,2,3,.814559144620862,26
1,6,2,3,3,2,2,5,3,2,.476828411003041,26
2,6,2,2,3,3,3,3,2,2,.31949200561794,26
2,6,2,2,3,5,2,3,2,3,.486175096268926,26
2,6,2,4,4,1,2,1,4,4,.301474557397609,26
2,6,3,3,3,2,2,3,3,2,.754500742171866,26
2,6,3,3,5,5,2,2,2,2,.301474557397609,26
2,6,3,3,4,2,2,4,3,2,.301474557397609,26
2,6,3,2,2,3,3,4,2,2,.34368672705413,26
2,6,3,4,4,1,3,2,4,4,.418285889580778,26
2,6,3,3,4,2,2,5,3,2,.301474557397609,26
2,6,3,2,1,4,1,4,2,5,.53343609831569,26
2,6,3,3,3,3,2,3,2,2,.868931028395533,26
1,5,4,2,2,2,3,2,2,2,.303001839521044,26
1,5,4,4,3,2,2,2,3,3,.417890600963111,26
1,5,4,2,2,3,4,3,1,2,.303001839521044,26
1,5,4,4,5,5,5,2,5,2,.961854669893616,26
1,5,4,3,3,5,3,5,2,2,.32087248202718,26
2,6,2,3,2,5,3,5,5,1,.838145958488421,26
2,4,4,4,2,2,3,2,2,3,.647216776321975,26
1,6,3,4,4,1,2,1,3,3,.809571198291605,26
1,6,3,4,3,2,2,3,4,3,.303001839521044,26
1,6,3,3,3,2,2,2,2,3,.591367259215239,26
2,6,2,3,5,2,3,4,2,2,.485633254544035,26
2,6,2,3,5,2,1,5,5,3,.393113829351236,26
2,4,4,2,1,3,4,2,2,2,1.30872894373764,26
2,6,2,4,4,1,2,5,4,4,.612215875769283,26
2,6,2,4,4,1,1,2,3,4,.301474557397609,26
2,6,2,3,2,2,4,1,2,2,.88590543989874,26
2,6,2,3,3,2,2,2,3,4,1.18473968853793,26
2,6,2,4,3,2,3,2,3,3,1.16607003880472,26
2,6,2,4,4,1,1,1,5,5,.301474557397609,26
2,6,2,4,5,2,5,2,3,4,.934730212742108,26
2,6,2,4,4,1,3,2,3,2,.301474557397609,26
2,6,2,4,3,1,2,5,3,5,3.00278655832762,26
2,6,1,4,3,3,2,2,3,2,.406452347614969,26
2,6,1,3,4,2,2,3,4,3,.332126591523353,26
1,3,4,3,3,1,3,3,4,2,.941676747691109,26
1,3,4,3,2,2,2,2,2,2,.303001839521044,26
1,3,4,3,4,2,3,1,3,2,.351808102045033,26
1,4,4,4,2,1,4,1,2,1,.90488085668438,26
1,6,3,3,3,5,5,3,3,3,.633264627699651,26
1,6,3,2,2,3,3,2,2,2,.303001839521044,26
2,4,4,4,3,3,3,3,1,2,.586538744696468,26
1,4,4,4,4,1,2,2,3,2,.653762955165347,26
2,4,4,3,3,2,3,2,3,5,1.41168951783072,26
1,4,4,2,2,3,3,3,2,2,.850361309671778,26
1,6,3,4,4,3,3,2,4,3,.777795114043726,26
1,6,3,2,3,3,2,3,2,2,.303001839521044,26
1,5,3,3,2,2,3,2,2,2,1.28707171106275,26
2,6,3,4,5,2,2,5,2,3,.301474557397609,26
2,6,3,3,3,2,2,2,3,2,.301474557397609,26
2,6,3,3,4,2,1,2,3,4,.301474557397609,26
1,6,3,3,4,1,5,3,4,4,.303001839521044,26
1,6,3,3,3,2,3,3,3,3,.680019819799681,26
2,4,2,3,2,1,2,3,3,2,.301474557397609,26
2,4,2,2,2,5,3,2,2,3,.491474436838459,26
2,4,2,4,3,1,3,2,4,3,.301474557397609,26
2,4,2,4,4,1,3,4,3,4,.304862828691809,26
1,6,3,2,3,5,3,2,2,2,.324067759075031,26
1,6,3,3,2,1,2,4,2,2,.970339299030377,26
1,6,3,4,3,2,2,3,3,5,1.09426230212177,26
1,6,3,3,4,1,2,2,2,3,.867424802394854,26
1,3,4,3,3,2,3,2,2,3,.462715205462582,26
2,6,3,4,4,1,4,1,5,4,.301474557397609,26
2,6,3,4,2,2,3,2,2,3,.695639254760892,26
1,6,3,2,2,2,3,2,2,2,1.01312566952841,26
1,4,4,2,1,3,4,3,1,2,.306731822417852,26
1,6,3,2,2,3,3,3,1,1,.952920718929912,26
1,6,3,4,4,1,2,2,4,4,.756029036659775,26
2,4,3,4,3,2,4,3,2,2,.301474557397609,26
2,4,3,5,5,5,4,2,2,5,1.28779882213719,26
2,4,3,1,1,3,3,3,1,2,.301474557397609,26
2,4,3,3,2,2,3,3,3,3,.301474557397609,26
2,4,3,4,3,2,3,2,3,3,.581494861889923,26
2,4,3,4,4,1,1,2,4,3,.301474557397609,26
2,4,3,3,2,5,3,1,2,3,.301474557397609,26
2,4,3,5,4,5,5,5,4,1,.301474557397609,26
2,4,3,4,3,2,2,1,3,3,.301474557397609,26
2,4,3,5,5,2,3,5,2,5,.420123515529409,26
1,6,4,2,3,3,3,2,2,2,.303001839521044,26
1,6,4,4,4,2,3,2,4,2,.50944753023201,26
2,4,4,3,5,5,5,5,5,5,.56000358635405,26
2,6,2,5,5,5,5,2,5,5,1.09622622955158,26
1,4,3,2,2,5,4,2,1,2,1.10975974624284,26
1,6,2,4,2,1,2,1,4,2,.303001839521044,26
1,6,2,2,2,3,3,3,2,2,1.04805097989666,26
1,6,2,4,5,5,2,3,3,3,.303001839521044,26
1,6,2,2,3,2,4,2,1,2,.303001839521044,26
1,6,2,4,3,2,3,1,2,3,.507028685832663,26
1,6,2,4,4,1,2,4,4,4,2.72486235419378,26
1,6,2,3,4,2,1,5,3,4,.779472251791417,26
1,6,2,3,3,1,2,2,2,3,.779472251791417,26
1,6,2,5,3,4,2,2,2,2,3.00278655832762,26
1,6,2,4,3,2,5,2,4,3,.779472251791417,26
1,6,3,4,5,5,2,5,2,3,.32087248202718,26
1,6,3,4,4,1,4,2,2,3,.531494332598183,26
2,6,3,4,4,1,1,1,4,3,.302838110690286,26
2,6,3,2,3,3,3,2,2,2,.319255122850494,26
2,6,3,3,2,3,3,2,2,4,.319255122850494,26
2,4,4,4,4,1,3,1,4,4,.396461767208304,26
2,6,3,4,3,1,3,4,3,3,.509680118968244,26
2,6,3,4,4,1,1,5,3,4,.509680118968244,26
2,6,3,3,2,2,2,4,3,3,1.25684126252455,26
2,6,3,3,1,5,4,4,1,2,3.00278655832762,26
2,6,3,3,2,5,3,4,3,2,.64296494495901,26
2,6,3,4,4,1,1,2,4,4,.319255122850494,26
1,6,3,3,4,5,5,5,5,3,.303001839521044,26
1,6,3,4,4,1,2,2,4,3,.678812135287617,26
1,6,3,3,3,3,3,3,4,3,.303001839521044,26
1,6,3,2,2,2,2,2,2,2,.758056297803799,26
1,6,3,3,2,2,3,2,3,3,.303001839521044,26
1,6,3,3,3,3,3,2,2,5,.32087248202718,26
1,6,3,3,2,3,3,2,2,3,.32087248202718,26
2,4,4,4,2,1,3,1,2,2,3.00278655832762,26
1,4,4,4,4,1,2,1,4,4,.334488491382684,26
1,4,4,3,5,2,5,2,5,3,.303001839521044,26
1,6,3,2,2,4,4,2,1,2,.461233024311779,26
1,6,3,4,4,1,3,2,4,4,2.23259271324861,26
1,6,3,4,5,2,5,3,5,3,.303001839521044,26
1,6,3,4,3,2,5,3,3,3,.303001839521044,26
1,6,3,2,2,1,5,2,3,2,.588923165048142,26
1,6,3,3,2,5,2,2,2,3,.588923165048142,26
2,4,2,5,1,5,2,2,5,2,.667423447529583,26
2,4,2,3,2,2,2,1,3,3,.37815412683365,26
2,6,3,3,2,2,2,3,2,2,.301474557397609,26
2,6,3,4,4,3,3,5,4,3,.301474557397609,26
2,6,3,3,3,3,3,3,2,2,.887796373411151,26
2,6,3,4,5,1,2,2,5,2,.301474557397609,26
1,6,3,5,5,5,3,2,2,2,.360316341588974,26
1,6,3,3,5,5,5,5,3,5,.956976560421999,26
1,6,3,3,4,1,1,2,3,2,.855063412914381,26
1,6,3,4,3,1,5,5,4,4,.966958300463901,26
1,6,3,4,3,2,2,3,3,2,.538044552461365,26
1,6,3,3,4,2,2,3,3,3,.686619010692542,26
2,3,4,4,2,1,1,1,2,3,1.90320868795191,26
2,3,4,2,3,2,2,2,3,3,1.90320868795191,26
2,6,3,3,2,1,2,1,2,2,2.46681706735605,26
1,6,3,3,5,2,5,2,5,2,.467028436852549,26
1,6,3,1,2,3,2,1,2,2,2.45635067803131,26
1,6,3,4,4,1,1,1,4,4,2.20080967371317,26
1,6,3,3,3,3,3,3,2,3,.303001839521044,26
1,6,3,4,4,1,4,4,3,4,.782860994578007,26
1,6,3,4,5,1,2,1,5,3,.935442823593347,26
1,6,3,3,5,3,1,4,3,3,1.28276057209173,26
2,6,2,2,2,3,5,2,2,3,.359148194528016,26
2,6,2,3,4,2,1,2,4,2,.301474557397609,26
2,6,2,3,3,5,3,2,3,5,.437607129109984,26
1,6,3,4,4,3,3,3,3,4,3.00278655832762,26
1,6,3,3,2,5,3,2,3,2,.303001839521044,26
1,6,3,5,2,5,5,2,1,2,3.00278655832762,26
1,6,3,3,3,2,2,2,3,3,1.3532762926632,26
1,6,3,2,2,3,3,2,2,2,1.42870802235875,26
1,6,3,3,3,2,4,2,2,2,.303001839521044,26
1,6,3,4,4,1,1,1,4,3,3.00278655832762,26
1,6,3,4,5,5,2,2,5,3,1.03165058087488,26
1,6,3,4,4,1,5,3,3,3,.303001839521044,26
1,6,3,3,2,2,2,3,3,3,.303001839521044,26
1,6,3,4,4,2,2,4,2,3,.459719637686205,26
1,6,3,4,4,1,2,1,4,3,.32087248202718,26
1,6,3,3,3,1,3,1,4,3,.37601806914493,26
1,6,3,4,2,2,2,2,3,2,3.00278655832762,26
2,5,4,4,3,1,2,1,3,4,.301474557397609,26
2,5,4,5,2,4,4,3,1,5,.301474557397609,26
2,5,4,3,4,2,3,2,1,2,.365793594689382,26
2,5,4,4,3,1,2,1,3,3,.301474557397609,26
2,5,4,3,3,3,4,2,2,3,.392942809074873,26
2,5,4,5,5,5,5,5,5,5,3.00278655832762,26
2,5,4,4,2,1,3,2,4,3,.301474557397609,26
2,5,4,3,3,2,2,3,2,2,2.48408443039608,26
1,6,3,3,2,2,3,2,2,2,2.24610157708115,26
1,6,3,4,4,1,2,2,3,3,2.07067232771536,26
2,6,3,3,2,2,2,3,3,3,.301474557397609,26
1,5,4,2,2,1,2,1,2,3,.303001839521044,26
1,5,4,4,4,2,2,2,4,2,2.06721587474583,26
1,5,4,3,2,2,5,2,2,2,.40900360124917,26
1,5,4,4,4,2,3,2,2,3,3.00278655832762,26
2,4,4,3,3,1,2,1,2,2,1.5674495264319,26
2,4,4,2,2,3,1,2,1,2,.680999370364774,26
1,6,3,4,4,1,3,2,3,5,.303001839521044,26
1,6,3,3,4,1,1,2,4,3,.303001839521044,26
1,6,3,2,3,3,4,4,1,1,.303001839521044,26
1,6,3,2,2,3,3,2,2,3,.303001839521044,26
2,6,3,4,4,3,3,3,3,4,.301474557397609,26
2,6,3,3,3,2,2,5,2,4,.554317670754066,26
2,6,3,4,2,5,3,4,3,3,.687103972122623,26
1,6,3,5,4,3,5,3,3,2,.57956841929817,26
2,5,3,4,5,2,2,2,3,3,.455837025878539,26
2,5,3,5,5,2,1,5,3,5,2.83423965192182,26
2,5,3,4,1,5,4,1,4,1,1.07798485152703,26
2,5,3,4,4,1,1,2,4,2,.787514956988072,26
1,6,3,4,4,2,2,1,3,3,.303001839521044,26
1,6,3,2,2,3,2,2,2,2,.657485748402048,26
1,6,3,3,4,2,2,1,3,3,.844799809488934,26
1,6,3,4,3,1,2,1,4,4,3.00278655832762,26
1,6,3,4,2,1,3,4,3,2,.303001839521044,26
1,6,3,4,3,2,2,3,2,2,.303001839521044,26
1,6,3,4,4,2,2,2,4,4,.303001839521044,26
1,6,3,4,4,3,5,3,4,3,.32087248202718,26
1,6,3,2,5,3,4,4,2,2,1.19747827179239,26
1,6,3,2,3,3,4,4,1,1,.861194834653123,26
1,6,3,3,3,3,3,2,4,4,.303001839521044,26
2,6,3,4,3,1,2,4,3,3,.319255122850494,26
2,6,3,4,3,2,2,2,3,3,.574431947735094,26
2,6,3,3,2,1,2,3,3,3,.301474557397609,26
2,6,3,3,2,5,3,3,2,5,.301474557397609,26
1,6,3,3,3,3,2,2,2,2,.505412170573177,26
2,6,3,2,2,4,4,2,1,3,3.00278655832762,26
2,6,3,4,4,1,2,1,3,3,.999389024689727,26
2,6,3,2,2,4,4,5,1,2,1.02090910676377,26
2,3,4,4,5,2,4,2,5,3,.336974703967224,26
2,3,4,4,3,1,3,1,4,1,.923190849994553,26
1,6,3,3,3,3,4,3,1,2,.303001839521044,26
1,6,3,4,5,2,2,3,4,2,.602439054086639,26
1,6,3,4,3,1,1,3,4,3,.303001839521044,26
1,6,3,4,4,1,5,1,5,5,1.04078813003968,26
1,6,3,4,4,5,5,2,2,2,.303001839521044,26
1,6,3,4,4,1,2,1,4,3,.759980974019722,26
2,6,3,4,5,2,5,5,2,3,1.63012798492729,26
2,6,3,3,4,2,2,2,2,2,.457667833372979,26
2,6,3,4,4,1,2,1,3,4,.319255122850494,26
2,6,3,5,5,3,3,5,5,3,.886822722680943,26
2,6,2,4,5,2,2,2,5,3,1.06980044313812,26
2,6,2,4,5,5,5,5,5,3,.301474557397609,26
2,6,3,4,4,5,3,3,2,2,.301474557397609,26
1,6,3,3,3,2,5,2,3,3,.696626120926942,26
1,6,3,3,2,3,3,4,3,2,.552217483976618,26
1,6,3,3,3,3,4,2,3,2,.303001839521044,26
1,6,3,4,4,4,3,2,4,4,2.23318382325788,26
1,6,3,2,5,5,2,2,2,2,3.00278655832762,26
1,6,3,4,5,3,2,5,3,3,1.7757258381032,26
2,6,3,2,2,2,2,2,1,1,.718632640629023,26
2,6,3,4,4,2,3,2,3,3,3.00278655832762,26
1,6,3,4,5,2,3,2,3,2,.415372463314997,26
1,6,3,4,4,1,3,2,4,4,.303001839521044,26
1,6,3,5,5,5,5,5,4,2,3.00278655832762,26
