SEX,AGER,EDUR,DEM02A,DEM02B,DEM02C,DEM02D,DEM02E,DEM02F,DEM02G,vahy,vlna
1,5,2,4,4,1,3,1,4,4,.309697707141184,26
2,5,2,4,4,1,1,2,3,3,.954787669882439,26
1,5,2,4,2,1,4,2,2,3,.483410917083114,26
1,3,4,2,2,3,4,3,1,2,.596575183776685,26
2,3,3,3,2,2,3,2,2,2,1.0803735438139,26
1,5,3,2,2,4,3,3,1,1,2.15285891205919,26
1,3,3,3,4,1,5,1,3,2,.619094915118548,26
1,3,3,4,4,1,2,1,4,4,2.84412320985398,26
1,3,3,3,3,3,3,2,2,2,.636954993522266,26
1,4,2,2,1,5,1,4,2,2,2.69204616290552,26
1,4,2,3,2,1,3,1,2,3,.372311435985932,26
1,4,2,4,2,1,2,3,4,4,.372311435985932,26
1,4,2,3,3,3,3,3,3,3,.372311435985932,26
1,3,3,3,3,2,4,2,1,1,.97969487606339,26
2,4,2,4,3,1,2,4,4,3,.623248281387813,26
2,4,2,4,2,3,3,2,3,3,1.00237508018415,26
2,4,2,3,3,5,3,3,4,3,.301474557397609,26
1,4,2,4,3,2,2,1,3,4,1.19453829505275,26
1,4,2,4,3,1,5,5,3,3,.905163869560444,26
1,4,2,4,4,1,5,1,1,4,2.45558188517495,26
1,4,2,4,2,1,3,1,3,2,.976099497783725,26
1,4,2,4,2,5,2,2,2,2,2.88310956587655,26
1,4,2,3,5,5,5,2,1,3,.390767053906344,26
1,6,1,3,4,1,5,2,3,2,.670896225637558,26
1,5,3,4,4,1,1,4,4,4,.876797136953492,26
1,4,2,3,3,1,2,3,3,3,.303001839521044,26
1,4,2,4,5,1,1,2,3,3,1.48471854967902,26
1,4,2,3,2,1,4,3,3,3,.412540295947463,26
1,4,2,3,4,2,3,4,3,2,.554687175099461,26
1,4,2,5,5,5,4,3,2,2,.412540295947463,26
1,4,2,4,4,1,1,2,4,3,.303001839521044,26
1,4,2,3,1,3,4,3,2,2,.675085187211737,26
1,4,2,4,3,1,4,1,2,3,.851624566241482,26
1,4,2,4,3,1,4,3,3,4,.412540295947463,26
1,4,2,3,2,1,3,2,3,2,.440078174718354,26
2,5,2,4,4,1,2,1,4,3,.86516251868249,26
2,5,2,4,4,2,2,2,3,5,.773027100709797,26
2,5,2,3,3,2,3,2,3,4,2.54430673309159,26
2,6,1,3,3,1,5,2,2,2,1.83078594364509,26
2,3,3,3,5,1,3,2,2,2,.372503134982073,26
2,3,3,4,3,2,2,1,3,3,.782938503285304,26
2,5,1,2,2,3,3,3,2,2,.320108667995319,26
1,5,3,3,5,3,4,2,2,3,.632611087311648,26
1,5,3,3,3,2,3,2,1,2,.632611087311648,26
1,5,3,3,2,5,4,3,2,2,.303001839521044,26
1,6,1,5,2,3,5,2,1,2,.715349980054811,26
2,3,4,3,2,2,3,2,2,2,.301474557397609,26
1,3,4,3,2,2,3,2,1,2,1.33006041356365,26
1,3,4,3,1,3,4,3,1,2,.662022881102566,26
2,4,2,4,5,1,3,1,3,4,.301474557397609,26
1,3,4,3,2,1,3,2,2,2,3.00278655832762,26
1,4,2,3,3,2,2,3,2,2,.388025106090547,26
2,3,3,4,4,1,1,4,4,4,.94126979768316,26
2,3,3,3,3,2,2,3,3,5,1.50707382685244,26
2,4,2,4,4,1,1,1,4,4,2.83413666615393,26
2,4,2,4,4,1,1,3,4,4,.621673908367796,26
2,6,1,4,2,2,2,3,5,2,.826109382752457,26
2,6,1,3,3,5,3,5,3,3,2.56184732606036,26
1,3,4,3,3,1,4,1,2,2,1.46267603934274,26
1,5,2,3,2,3,4,2,2,2,.458433674002726,26
1,5,2,4,4,1,1,1,4,4,.303001839521044,26
1,5,2,4,3,2,3,2,3,2,.369839058830341,26
1,4,2,2,2,3,3,2,2,2,.41882345110175,26
1,4,2,3,2,3,3,1,1,2,.303001839521044,26
1,4,2,4,3,1,1,2,3,3,3.00278655832762,26
2,5,2,4,4,2,4,2,3,3,.717190750791087,26
2,5,3,3,3,2,3,2,3,3,.301474557397609,26
2,5,3,4,3,4,5,4,3,3,2.34449847155897,26
1,2,4,2,2,3,3,3,2,2,.591455497529884,26
1,2,4,2,2,2,3,3,2,1,.860970243720573,26
1,4,2,3,3,3,3,3,3,3,.438263462817405,26
1,3,4,5,5,5,4,2,2,1,.57279479357545,26
1,3,4,3,3,2,3,1,2,2,.884872607673086,26
1,3,4,2,1,4,2,3,2,3,1.14673658298573,26
1,4,2,2,2,4,4,3,2,2,1.4317548034471,26
1,4,2,4,1,2,4,1,2,1,3.00278655832762,26
1,4,2,2,1,4,4,4,1,1,.601036492858569,26
1,4,2,2,2,4,4,3,2,1,.648028034003418,26
1,4,2,4,4,2,2,2,3,3,2.90777333219425,26
1,4,2,2,3,3,3,2,3,3,.311141381247957,26
1,3,3,4,3,2,2,1,4,3,.915104528805086,26
1,3,3,3,3,2,3,3,3,3,1.25240890072507,26
2,5,2,3,5,2,2,2,5,3,.971616327664576,26
2,3,3,5,4,1,4,1,2,4,.440686137230082,26
2,3,3,4,3,2,5,2,3,3,.301474557397609,26
2,3,2,3,2,4,3,2,2,2,2.89311668774523,26
1,5,3,4,3,1,3,1,3,3,.660744555007921,26
2,6,1,4,3,2,2,5,3,2,2.32080450736673,26
2,6,1,2,1,5,2,4,2,2,.755044458976712,26
2,5,2,4,3,1,3,3,5,2,2.99534409057281,26
1,6,1,3,3,2,2,3,2,2,2.16232085732371,26
1,4,2,3,3,1,2,3,2,3,.303001839521044,26
2,5,2,4,3,1,2,2,3,3,.301474557397609,26
2,5,2,3,4,1,2,1,2,2,3.00278655832762,26
1,4,2,4,2,1,3,2,3,3,.303001839521044,26
2,4,2,3,4,2,5,4,3,3,.301474557397609,26
1,6,1,4,4,1,1,3,3,3,.321730351265728,26
2,5,2,3,5,2,5,2,5,3,.324621008919888,26
2,5,2,4,5,3,5,3,3,4,.301474557397609,26
2,5,2,3,4,1,2,2,2,3,.301474557397609,26
2,5,2,4,3,5,2,3,3,3,3.00278655832762,26
2,4,2,4,4,2,5,2,3,3,.405630210400982,26
2,4,2,3,2,1,1,3,2,3,.301474557397609,26
1,3,4,3,3,3,3,1,3,3,1.71981129418762,26
1,4,3,3,2,1,2,1,2,2,.303001839521044,26
2,3,3,4,3,1,2,2,4,3,.359667824194956,26
2,3,3,3,2,1,3,1,2,3,.483596708822539,26
1,6,1,4,2,3,2,1,3,2,2.4245480217077,26
2,3,3,4,2,3,4,1,2,2,.721422731975004,26
2,3,3,2,5,5,3,2,2,5,.821438964716248,26
2,3,3,3,2,1,3,2,3,2,.301474557397609,26
2,3,3,3,2,2,4,2,2,2,.383322169982771,26
2,3,3,3,3,3,3,2,2,2,.639219595251123,26
2,6,1,4,4,1,1,2,3,4,.5061792720555,26
1,4,2,3,5,1,5,5,3,5,.447836177887553,26
1,4,2,3,2,3,4,2,1,2,.564465585185554,26
1,4,2,2,2,3,4,4,1,2,.564465585185554,26
1,3,4,4,4,1,3,1,4,3,.621132506153192,26
1,4,2,3,4,2,3,3,3,1,2.95597736180315,26
1,4,2,5,2,4,4,3,3,3,1.95941719033545,26
1,5,3,3,5,3,4,3,2,2,.531084840461219,26
1,2,4,3,2,3,4,3,1,2,.442547828229356,26
2,4,2,3,3,2,3,2,5,3,.599394422914097,26
1,5,3,4,4,1,2,2,4,1,.517518156657413,26
1,5,3,2,3,2,3,4,2,2,3.00278655832762,26
2,6,1,4,4,5,5,4,4,4,1.93242740980388,26
1,3,4,3,3,2,4,1,3,2,.428585232492644,26
1,3,4,3,2,2,3,4,2,2,1.14268357921652,26
1,4,2,1,1,1,1,1,1,1,.454155142366965,26
2,5,2,5,5,3,3,2,5,3,.301474557397609,26
2,5,2,4,4,1,2,3,3,3,.370406827541967,26
2,4,2,4,5,2,1,1,5,5,2.28818164302935,26
2,4,2,2,2,3,2,3,1,2,.301474557397609,26
2,4,2,3,3,2,3,4,1,3,.448531660020894,26
2,4,2,3,3,1,2,2,3,1,.533504672167826,26
2,5,3,3,2,2,3,3,2,2,.378675766766666,26
2,5,1,4,4,2,5,4,4,5,.520656571582148,26
1,5,3,2,5,5,4,5,2,2,2.61811228869453,26
1,4,2,4,4,1,1,4,4,4,.303001839521044,26
1,4,2,3,2,1,2,3,2,2,.769843568322441,26
1,4,2,4,4,1,2,3,4,4,.43211757976005,26
1,3,4,4,4,1,3,3,1,1,1.19361677207474,26
1,3,4,4,4,1,5,1,3,1,.993058764461857,26
1,4,2,4,4,1,3,2,4,3,.346213891430296,26
1,4,2,3,2,3,2,2,2,3,.311331261916433,26
1,4,2,3,3,2,2,1,3,3,.926209456377349,26
1,4,2,3,2,2,5,1,2,2,2.78967992444247,26
2,4,2,4,5,1,5,2,5,3,1.00489204674773,26
2,4,2,4,3,4,3,5,4,3,.402389207598825,26
2,3,4,4,4,4,2,4,4,1,.372988553901912,26
2,4,2,5,2,2,5,5,5,3,.416968072721211,26
2,4,2,4,4,2,2,1,4,4,.466438711788382,26
2,4,2,3,3,3,2,1,2,1,.416968072721211,26
2,5,3,5,5,5,4,2,5,5,1.25876933796924,26
1,4,2,3,3,1,1,1,2,2,.909656535478081,26
1,4,2,3,3,3,3,2,2,2,.314177010149991,26
1,4,2,3,3,3,3,2,2,2,.505293339983001,26
1,4,2,3,1,5,1,1,1,1,.608780629155362,26
2,4,2,3,3,1,3,1,2,1,.531879274036021,26
2,4,2,4,4,1,5,1,4,4,1.32826935269502,26
2,4,2,3,5,2,2,2,3,3,2.89311668774523,26
2,4,2,3,3,2,2,2,5,2,.301474557397609,26
2,4,2,4,5,1,5,5,4,4,.326085119380451,26
2,4,2,4,4,1,2,5,1,2,.567383265071646,26
2,4,2,4,3,5,3,2,5,4,.301474557397609,26
2,3,3,3,2,2,4,2,1,3,.463237586705251,26
2,6,1,4,2,3,2,2,4,4,.527542929805661,26
2,6,1,4,3,2,5,2,3,5,.665499002614903,26
2,6,1,4,4,2,4,1,4,5,2.78372241739723,26
2,3,4,2,1,4,4,4,1,1,.301474557397609,26
2,3,4,4,4,1,4,1,3,3,2.8278056726329,26
2,3,4,3,2,2,3,2,2,3,.554178357553933,26
1,4,2,3,5,2,2,5,3,3,2.36569132150894,26
1,4,2,5,5,5,5,5,5,5,.470961443714578,26
1,4,2,4,3,1,3,1,2,3,3.00278655832762,26
1,4,2,1,2,3,2,3,1,1,.567417342215758,26
1,4,2,3,3,3,3,3,3,3,.450178045347948,26
2,3,4,4,4,1,1,1,4,4,.753630512323017,26
2,3,4,5,5,5,2,2,1,2,.656438412317595,26
2,6,1,2,3,2,2,3,1,1,.741711795748786,26
1,5,3,4,4,1,5,2,4,4,.303001839521044,26
1,5,3,4,4,1,2,2,4,4,.303001839521044,26
2,4,2,4,4,1,1,4,4,3,.492863045888051,26
2,4,2,4,5,5,1,1,5,5,1.09642054885936,26
2,4,2,3,5,5,4,1,3,1,.57269914871686,26
2,4,2,3,4,1,3,5,3,3,3.00278655832762,26
1,5,2,3,2,5,2,5,5,2,.607502741272106,26
1,5,2,4,2,2,3,3,3,2,.508409690046505,26
1,3,4,3,2,2,4,2,1,2,1.50291327590918,26
1,5,3,4,4,1,4,2,3,2,1.49525074351616,26
1,3,2,4,2,1,2,4,4,3,.547019335849491,26
1,3,2,4,4,1,1,1,4,4,2.48353359209364,26
1,3,2,4,4,1,4,4,4,3,1.33883386808729,26
1,3,2,3,2,1,3,2,3,2,.303001839521044,26
2,6,1,4,2,1,1,1,3,4,.595844927486512,26
2,6,1,4,3,2,3,2,3,2,3.00278655832762,26
1,3,4,3,3,2,3,2,2,2,1.16016651260884,26
2,4,2,1,4,1,4,4,4,2,.628010794973942,26
2,4,2,4,2,1,3,3,3,2,.434566508078286,26
2,4,2,3,2,4,4,2,2,2,1.17391423524086,26
2,6,1,4,5,5,5,4,5,4,3.00278655832762,26
2,6,1,4,3,1,3,4,4,3,.78758963084699,26
2,6,1,2,2,3,3,3,2,3,3.00278655832762,26
1,4,2,4,2,1,2,2,3,3,2.40516492915631,26
1,3,4,2,2,3,3,4,2,2,.694084289292951,26
1,3,4,2,2,3,3,3,1,1,.834261454187553,26
1,3,4,3,1,3,4,4,1,2,.694084289292951,26
1,3,3,3,2,3,4,1,2,3,1.08779037468029,26
1,3,3,4,3,1,2,4,3,3,.902875691669378,26
1,3,3,3,3,3,3,3,3,3,3.00278655832762,26
1,4,2,3,2,4,3,3,1,2,.441178699116763,26
1,5,4,3,4,1,3,2,2,3,.303001839521044,26
1,5,4,3,4,2,3,3,2,2,.630681354707447,26
1,5,4,3,3,2,4,1,3,3,.377312842923855,26
2,6,1,3,4,1,3,3,3,3,.652351110180974,26
2,5,2,3,4,2,3,3,4,3,.322004755412039,26
1,3,4,3,2,4,4,2,1,2,.452606419699768,26
1,3,4,3,3,1,1,2,2,2,.452606419699768,26
1,4,2,5,2,5,4,3,2,1,.552399508389368,26
1,3,4,4,4,1,2,3,2,3,.303001839521044,26
2,5,2,4,4,1,3,1,5,3,.301474557397609,26
2,5,2,4,4,1,1,2,4,4,.304098533839217,26
2,5,2,4,3,2,2,2,3,4,.322004755412039,26
2,3,4,2,2,3,4,3,1,1,.639064457981007,26
1,4,2,4,3,2,2,2,4,3,.719494319383583,26
1,4,2,4,4,1,2,2,2,3,2.08733674329348,26
2,3,4,4,4,1,2,2,3,3,.959894642330205,26
2,3,4,4,4,1,2,1,2,2,.872865002346598,26
1,5,2,4,4,1,2,3,3,2,.303001839521044,26
1,5,2,4,4,1,2,2,3,3,.303001839521044,26
1,5,2,5,5,5,5,5,5,5,.87091741743431,26
1,5,2,4,4,1,4,2,4,3,1.35655197415456,26
1,5,2,3,3,2,4,2,2,3,.974246290875449,26
1,5,3,4,4,1,2,1,4,4,.458238989091844,26
1,5,3,3,3,2,2,1,2,3,.407815600828423,26
1,5,3,3,3,2,2,2,3,3,.303001839521044,26
2,5,3,4,5,2,2,1,5,5,.400140943496986,26
2,3,3,4,4,1,2,2,4,4,.301474557397609,26
2,4,2,2,3,1,3,1,2,1,.364562215102717,26
2,5,3,4,4,1,3,1,4,3,.301474557397609,26
2,3,3,3,2,2,2,2,2,2,1.51355060313665,26
2,3,3,3,2,1,2,1,2,3,.784604604996049,26
1,5,3,2,3,3,3,2,2,2,1.33183746708882,26
1,5,3,4,3,1,5,1,3,3,.382214796714693,26
1,3,3,5,5,5,5,2,2,2,.97982688059396,26
1,3,3,4,4,1,4,1,3,3,.648746328415643,26
1,3,3,4,2,3,3,3,2,3,.53304571790605,26
1,3,3,2,2,3,3,3,2,2,1.04787380889677,26
1,3,3,4,4,1,1,1,4,3,.422908257317228,26
1,3,3,2,2,3,3,3,3,2,.53304571790605,26
1,3,3,3,2,2,4,3,1,2,1.07093429584439,26
1,3,3,4,4,2,4,2,2,2,.680166654282544,26
1,3,3,3,3,2,4,2,2,2,1.07093429584439,26
1,3,3,2,1,3,4,2,1,1,.53304571790605,26
1,3,3,3,3,2,2,2,2,3,.849658746975674,26
1,3,3,3,2,2,2,3,4,2,3.00278655832762,26
1,3,3,2,2,3,4,4,1,2,.890990067777351,26
2,4,2,3,4,4,3,4,4,2,.568838102976769,26
2,4,2,3,2,2,3,2,3,2,.301474557397609,26
2,4,2,4,3,2,4,2,3,4,.854412478399645,26
2,4,2,3,3,3,3,3,2,2,.386716522460592,26
2,4,2,3,3,1,2,2,4,4,.345701244310525,26
2,6,1,3,5,3,1,2,2,4,1.33617496507675,26
2,6,1,5,5,5,2,2,5,5,1.98126763696941,26
1,3,4,3,3,2,4,3,2,2,.941792064195275,26
1,4,2,4,2,1,3,2,3,3,.450515597345804,26
1,4,3,4,4,1,4,1,3,3,.43652668895264,26
1,4,3,3,3,2,2,3,4,3,1.04303531046256,26
1,5,3,3,2,2,3,2,2,2,.884742119329713,26
1,5,3,3,3,2,5,3,3,3,.32087248202718,26
1,5,3,4,1,3,4,3,1,3,.493898050629555,26
1,5,3,3,2,2,3,2,2,2,.884742119329713,26
1,5,3,4,3,1,3,3,2,3,.367329293196759,26
1,5,3,4,3,3,3,3,2,2,.704310487580292,26
2,5,3,4,2,2,5,1,3,2,.319255122850494,26
1,3,2,4,4,1,1,2,4,4,.780200579028623,26
1,3,2,3,2,2,3,3,1,3,.303001839521044,26
2,4,2,2,3,3,3,4,3,1,.856947534315402,26
2,4,2,3,3,3,3,3,3,3,.322004755412039,26
2,4,2,3,2,1,2,4,3,3,1.45381589432436,26
2,4,2,4,4,1,2,2,4,2,.361110294084276,26
2,4,2,4,4,1,3,3,3,3,.361110294084276,26
2,4,2,4,4,1,3,3,4,3,.732480061833375,26
2,4,2,5,5,5,5,5,5,5,2.24526103871938,26
1,3,4,2,2,2,2,2,2,2,.584672436402376,26
1,4,2,4,4,1,1,3,4,3,.471017383807717,26
2,5,3,4,4,1,2,2,2,3,.301474557397609,26
2,5,3,3,3,5,3,2,3,4,.457500108712291,26
2,5,3,3,3,2,3,5,3,3,.706579722615105,26
1,5,3,3,3,2,2,2,2,2,.375525880116074,26
1,5,3,3,2,3,3,2,2,2,.464548179598565,26
1,5,3,2,2,2,3,1,2,2,3.00278655832762,26
1,5,3,4,3,2,4,2,2,2,.761014541052224,26
1,3,4,3,2,3,3,2,2,2,.303001839521044,26
1,4,2,4,3,1,2,1,3,2,.415755363695909,26
1,4,2,4,2,1,3,1,4,2,.372540388371788,26
1,3,4,2,2,3,4,2,1,1,.646141409602661,26
2,3,4,3,2,3,3,3,2,2,.301474557397609,26
2,4,2,4,4,1,1,1,4,4,.839459907599252,26
2,4,2,3,5,5,2,2,3,3,.636102485328723,26
2,4,2,5,5,5,5,5,5,5,.339651329940104,26
2,4,2,3,5,5,2,5,5,3,.301474557397609,26
2,4,2,5,5,1,5,5,5,5,2.1118364952669,26
1,4,2,3,2,2,3,3,2,2,.338210232786666,26
2,4,2,4,5,1,2,2,2,2,.39636331069255,26
1,4,2,3,3,1,3,1,3,3,.492425014325515,26
1,4,2,3,3,2,4,1,3,3,2.47065189284732,26
1,4,2,4,5,2,5,5,3,3,2.90008059848663,26
1,4,2,4,3,1,3,3,4,3,.525295355675095,26
1,4,1,3,2,1,3,2,2,2,.862051091063641,26
1,3,4,3,2,2,4,3,2,2,.505627936735794,26
2,5,2,3,2,5,5,1,2,2,1.09905154238776,26
2,4,2,3,2,3,5,2,1,2,.701867467933847,26
2,4,2,4,4,1,2,1,3,3,.301474557397609,26
1,5,3,4,3,1,3,2,4,3,.806629926831431,26
1,5,3,2,2,3,3,2,2,3,1.41794629717541,26
1,5,3,4,3,2,2,2,3,5,.609266350945148,26
2,2,4,3,2,2,3,1,2,3,.311586527465987,26
2,2,4,3,3,2,2,2,3,2,1.06896530460843,26
2,2,4,4,2,3,3,3,1,3,.301474557397609,26
1,3,2,2,2,3,3,3,2,2,.723819871751709,26
2,4,2,4,4,1,5,2,3,2,.429141528731708,26
2,4,2,3,3,2,3,1,2,3,2.38526002774642,26
2,4,2,4,2,3,3,3,3,3,.483947622893622,26
2,4,2,4,3,1,3,4,3,3,.301474557397609,26
2,4,2,2,3,3,2,3,3,3,.383626640837386,26
2,3,4,3,3,2,4,2,2,2,1.22306027815171,26
2,3,4,3,3,5,5,1,5,1,1.51658654217135,26
2,4,2,4,4,1,3,2,4,4,1.25326277992296,26
2,4,2,4,1,1,2,1,3,3,.507078856431193,26
2,3,3,2,2,3,3,2,2,2,1.30172670528448,26
1,5,3,3,2,2,2,1,3,4,1.44231515819776,26
1,5,3,5,2,5,4,5,3,3,.850593985637752,26
2,5,3,4,2,2,2,2,3,3,.406787437322126,26
2,5,3,5,2,5,5,5,2,2,1.79919992740653,26
2,5,3,4,4,1,5,5,4,3,.301474557397609,26
2,3,4,4,3,2,3,1,2,2,.520674678338259,26
2,6,1,4,4,1,2,4,4,3,1.0870906224188,26
1,3,4,2,1,3,4,2,2,2,.557080632812215,26
2,4,2,3,3,1,2,2,2,5,.301474557397609,26
2,4,2,3,2,3,3,2,5,2,.301474557397609,26
2,4,2,4,4,1,5,5,4,4,.301474557397609,26
1,3,4,3,2,3,4,2,2,2,.303001839521044,26
1,3,4,2,1,3,3,3,1,2,2.18513452209735,26
1,4,3,4,3,5,3,1,2,2,3.00278655832762,26
2,4,3,4,3,2,2,2,3,3,.614823710578668,26
2,6,1,4,5,2,2,2,3,3,.575775431311712,26
2,6,1,4,5,2,5,1,5,5,.556018410208978,26
2,4,2,4,4,1,3,4,4,4,.738291010955328,26
1,5,4,4,2,2,4,2,2,2,.303001839521044,26
2,3,4,3,5,2,3,2,2,3,.86271019292966,26
1,6,2,3,5,1,3,2,2,3,.303001839521044,26
1,6,2,4,4,4,2,4,4,3,1.41396289185136,26
1,6,2,4,3,2,3,1,2,5,.519266135530186,26
2,4,2,4,3,1,3,1,4,2,.476565553780405,26
2,4,2,4,3,1,5,1,3,4,.99509771462001,26
2,2,4,3,2,2,3,2,2,2,.792264599359499,26
1,5,3,4,4,1,3,1,4,1,1.30100629268427,26
2,3,4,4,4,2,4,2,3,3,1.53273625826707,26
2,3,4,3,3,2,3,1,3,3,.943780559947029,26
2,3,4,5,5,5,5,5,5,5,3.00278655832762,26
2,6,1,4,4,5,5,5,4,5,1.51382074243196,26
2,6,1,4,4,2,3,5,4,2,3.00278655832762,26
1,3,4,2,3,3,4,4,2,2,.539784036215091,26
1,3,4,5,2,5,4,3,1,2,1.08447215185009,26
1,5,3,4,4,2,4,1,2,2,.410093862121596,26
2,5,3,4,4,2,5,4,3,1,.301474557397609,26
2,5,3,4,3,1,2,1,3,2,.301474557397609,26
2,5,3,3,2,1,4,3,2,2,.363016900544706,26
2,5,3,3,5,5,4,2,2,3,.456730759969177,26
2,5,3,4,4,1,5,1,4,4,.325487306300884,26
1,5,3,3,3,2,2,2,3,3,.312557091865063,26
2,5,3,4,3,1,2,1,3,2,.301474557397609,26
2,5,3,3,3,1,5,5,3,5,.301474557397609,26
2,5,3,5,3,2,3,2,5,5,1.46565197700881,26
2,5,3,3,2,2,2,2,2,3,.842335911745235,26
2,4,2,1,5,2,2,3,5,2,1.16437371696643,26
2,4,2,2,2,2,4,2,2,1,.301474557397609,26
2,4,2,4,2,1,2,1,2,2,.711541427497087,26
2,4,2,2,2,5,3,2,2,2,.301474557397609,26
2,3,4,3,5,5,3,5,2,3,.301474557397609,26
2,4,2,4,2,3,3,2,4,3,.392736168535119,26
2,4,2,4,4,2,5,4,4,1,.528059241785857,26
2,4,2,2,3,2,3,2,3,2,.64855195427704,26
2,4,2,4,3,5,1,5,3,2,.304602228335788,26
1,5,3,3,3,2,2,2,3,3,1.16289003005203,26
1,5,3,3,3,1,3,3,2,2,.375759564346021,26
1,5,3,3,2,5,2,2,2,5,.375759564346021,26
2,3,4,3,5,2,5,3,2,3,.304293124946363,26
2,3,4,3,5,2,3,3,2,2,.899121492871835,26
2,3,4,3,5,2,3,2,2,3,.40695231610409,26
2,4,2,4,3,1,3,2,3,3,.496679343397147,26
2,4,2,4,2,2,1,2,3,2,.457886759269725,26
2,6,1,3,2,5,2,2,5,2,.900160259577608,26
2,5,3,2,2,3,3,3,1,2,.55313830945432,26
1,3,4,5,2,5,5,5,2,2,.362247305267195,26
1,3,4,3,2,3,3,2,2,2,.874769223753826,26
1,3,4,3,4,3,4,2,2,1,.435406719802845,26
1,4,2,3,5,5,3,2,2,2,.888251818079212,26
1,4,2,3,4,1,4,2,4,3,.407586437278221,26
1,4,2,2,1,4,4,3,1,1,.442117532220842,26
1,4,2,3,4,2,5,2,5,5,1.63275490047903,26
2,3,4,3,2,1,2,2,2,4,.447317913135302,26
1,3,4,4,4,1,2,2,4,3,.920691606992506,26
1,3,4,3,1,4,3,3,1,2,.709153540084477,26
1,3,4,4,3,2,3,2,2,2,1.18535566372523,26
1,3,4,3,2,3,4,1,2,2,1.07361415101551,26
1,4,3,4,4,1,3,1,3,3,.627292620131429,26
1,4,3,2,2,3,3,2,1,2,.88851869809795,26
2,2,4,3,2,2,3,3,1,1,.617046291335641,26
2,2,4,3,2,2,3,2,2,2,.648626789643649,26
2,5,2,4,4,5,4,4,2,3,.301474557397609,26
2,5,2,3,5,5,4,2,5,2,.667267079920999,26
2,3,4,3,3,1,3,1,3,3,.57265916771007,26
2,5,3,3,3,2,1,2,2,3,.301474557397609,26
2,5,3,4,4,1,1,1,4,4,.315165938309037,26
2,5,3,2,2,2,2,2,2,2,1.95063919816046,26
2,3,2,4,3,2,3,2,3,3,.534368277845287,26
2,3,2,4,4,1,2,1,2,3,.301474557397609,26
2,3,2,2,2,1,2,5,2,2,.535633777278985,26
2,3,2,4,3,3,3,3,4,3,.332254978579531,26
1,5,3,2,2,3,4,4,1,1,.463114978398437,26
1,5,3,3,5,5,4,2,2,2,.464303609091745,26
1,5,3,3,3,2,3,2,2,2,.326823863174622,26
2,5,3,3,3,2,1,3,3,2,.301474557397609,26
2,5,3,4,5,2,5,1,5,5,.301474557397609,26
2,5,3,4,5,2,5,2,5,5,.301474557397609,26
2,3,4,3,2,1,4,1,2,2,.661636669215816,26
2,3,4,2,1,3,3,3,1,2,1.22063009989313,26
2,3,4,3,3,2,3,2,2,2,.543117657282818,26
2,3,4,5,5,5,5,2,2,1,1.6843739887863,26
2,3,4,4,4,1,3,3,3,4,.301474557397609,26
2,4,2,4,4,1,1,1,4,4,.44736885051172,26
2,4,2,4,3,1,2,1,2,4,.681585973810907,26
2,4,2,5,5,2,5,5,3,2,.301474557397609,26
2,4,2,4,3,1,2,1,3,2,.709860351400257,26
2,4,2,5,4,2,5,2,4,2,3.00278655832762,26
1,5,3,2,2,3,4,3,1,2,.303001839521044,26
1,5,3,3,4,2,3,3,3,3,.699042479181536,26
1,5,3,3,3,5,3,5,3,3,.303001839521044,26
1,5,3,4,3,1,3,2,3,4,3.00278655832762,26
1,5,3,3,3,1,3,2,3,2,.925088617995541,26
2,4,2,3,5,2,2,2,5,3,.453612773741989,26
2,5,2,3,5,5,5,1,5,3,.301474557397609,26
2,5,2,5,5,1,5,1,5,5,.301474557397609,26
2,5,2,3,4,3,4,4,3,3,.594699454186375,26
1,3,4,4,3,1,2,1,3,3,.778040022652382,26
2,4,1,4,3,2,2,2,3,4,.736665931045795,26
2,4,1,3,3,2,2,5,3,3,1.60864351341087,26
1,4,3,4,4,1,4,3,4,3,.352433170309359,26
2,5,3,3,2,2,3,1,1,3,2.72373999249376,26
2,5,3,3,2,2,2,4,2,2,.301474557397609,26
1,4,3,2,2,3,4,2,1,2,.926019264436236,26
1,4,3,2,2,2,3,1,1,1,.460915861525429,26
2,5,3,4,4,2,1,1,4,4,.301474557397609,26
2,5,3,4,3,2,3,2,3,5,.593495940008737,26
2,5,3,5,5,5,3,5,2,4,.301474557397609,26
2,5,3,4,5,5,4,2,2,1,.760775940852579,26
2,3,3,3,3,1,4,1,4,2,.466592713110214,26
2,3,3,1,1,1,1,4,1,1,.937424543290079,26
2,3,3,2,2,2,3,1,5,1,.857675181015586,26
2,3,3,4,3,1,4,1,3,3,.301474557397609,26
2,3,3,4,3,1,3,4,3,4,2.15766081495584,26
2,3,3,4,3,1,4,1,3,2,.301474557397609,26
2,3,3,3,2,2,3,2,5,2,.301474557397609,26
2,3,3,3,3,2,4,2,2,2,.857675181015586,26
2,3,3,3,3,2,5,2,3,3,.823513205537996,26
2,3,3,3,2,2,3,3,3,3,.976581110533505,26
2,3,3,3,2,4,5,2,1,5,.301474557397609,26
2,3,3,3,4,1,4,4,2,3,.466592713110214,26
1,5,3,4,4,1,1,2,3,3,.755598306301859,26
1,5,3,3,3,2,3,1,2,2,.539362524080892,26
1,5,3,3,3,2,3,1,1,3,.461981572692468,26
1,5,2,4,4,1,3,3,4,3,.303001839521044,26
1,5,2,2,1,3,4,2,1,1,.699290035407892,26
1,5,2,4,4,1,1,1,3,4,2.30261654823243,26
